,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,
2023-09-20,1490.25,2382.14990234375,3606.050048828125,1490.25,2382.14990234375,3606.050048828125,1495.0999755859375,2427.60009765625,3625.0,1476.199951171875,2355.0,3580.0,1476.199951171875,2423.050048828125,3580.0,4169337,28540942,1649396
2023-09-21,1501.75,2364.800048828125,3585.300048828125,1501.75,2364.800048828125,3585.300048828125,1504.550048828125,2390.10009765625,3605.0,1476.0,2360.0,3528.0,1486.550048828125,2374.949951171875,3588.550048828125,6779195,6113091,2004073
2023-09-22,1496.1500244140625,2354.949951171875,3603.64990234375,1496.1500244140625,2354.949951171875,3603.64990234375,1506.949951171875,2382.449951171875,3633.75,1485.199951171875,2350.0,3565.050048828125,1491.9000244140625,2376.0,3584.0,5454764,9583430,1988880
