session,type,entry,sl,tp,date,profit_loss
London,Buy,2506.72,2502.87,2510.5699999999997,2024-09-05 14:30:00,3.849999999999909
New York,Buy,2521.76,2513.47,2530.0500000000006,2024-09-05 19:05:00,8.290000000000418
Tokyo,Buy,2517.58,2516.01,2519.1499999999996,2024-09-06 06:15:00,1.569999999999709
London,Sell,2517.88,2519.84,2515.92,2024-09-06 14:05:00,1.9600000000000364
New York,Buy,2525.05,2512.12,2537.9800000000005,2024-09-06 19:00:00,12.930000000000291
Tokyo,Sell,2495.85,2498.2,2493.5,2024-09-09 06:00:00,2.349999999999909
London,Buy,2495.24,2488.77,2501.7099999999996,2024-09-09 14:00:00,6.4699999999998
New York,Buy,2503.37,2496.26,2510.4799999999996,2024-09-09 19:00:00,7.109999999999673
Tokyo,Buy,2507.48,2505.6,2509.36,2024-09-10 06:10:00,1.8800000000001091
London,Buy,2506.12,2502.74,2509.5,2024-09-10 14:00:00,3.380000000000109
New York,Buy,2508.12,2504.39,2511.85,2024-09-10 19:00:00,3.730000000000018
Tokyo,Buy,2518.54,2516.26,2520.8199999999997,2024-09-11 06:25:00,2.2799999999997453
London,Sell,2523.38,2527.61,2519.15,2024-09-11 14:10:00,4.230000000000018
New York,Sell,2511.19,2522.14,2500.2400000000002,2024-09-11 19:00:00,10.949999999999818
Tokyo,Sell,2511.79,2512.98,2510.6,2024-09-12 06:15:00,1.1900000000000546
London,Buy,2518.41,2514.41,2522.41,2024-09-12 14:50:00,4.0
New York,Buy,2524.43,2518.82,2530.0399999999995,2024-09-12 19:00:00,5.609999999999673
Tokyo,Sell,2556.98,2558.37,2555.59,2024-09-13 06:05:00,1.3899999999998727
London,Buy,2570.25,2563.81,2576.69,2024-09-13 14:15:00,6.440000000000055
New York,Buy,2569.42,2565.97,2572.8700000000003,2024-09-13 19:00:00,3.450000000000273
Tokyo,Buy,2580.77,2578.76,2582.7799999999997,2024-09-16 06:35:00,2.0099999999997635
London,Buy,2585.71,2579.48,2591.94,2024-09-16 14:45:00,6.230000000000018
New York,Buy,2583.34,2579.75,2586.9300000000003,2024-09-16 19:25:00,3.5900000000001455
Tokyo,Buy,2583.49,2582.06,2584.9199999999996,2024-09-17 06:15:00,1.4299999999998363
London,Sell,2582.29,2585.55,2579.0299999999997,2024-09-17 14:30:00,3.2600000000002183
New York,Sell,2573.44,2581.51,2565.37,2024-09-17 19:00:00,8.070000000000164
Tokyo,Buy,2573.91,2570.63,2577.1899999999996,2024-09-18 06:00:00,3.2799999999997453
London,Buy,2571.42,2568.66,2574.1800000000003,2024-09-18 14:25:00,2.7600000000002183
New York,Sell,2574.69,2578.77,2570.61,2024-09-18 19:00:00,4.079999999999927
Tokyo,Sell,2556.53,2559.6,2553.4600000000005,2024-09-19 06:00:00,3.069999999999709
London,Buy,2580.42,2574.95,2585.8900000000003,2024-09-19 14:10:00,5.470000000000255
New York,Sell,2585.88,2591.15,2580.61,2024-09-19 19:00:00,5.269999999999982
London,Sell,2604.76,2609.64,2599.8800000000006,2024-09-20 14:15:00,4.879999999999654
New York,Sell,2611.69,2619.23,2604.15,2024-09-20 19:35:00,7.539999999999964
Tokyo,Sell,2619.29,2621.38,2617.2,2024-09-23 06:30:00,2.0900000000001455
London,Sell,2616.93,2624.91,2608.95,2024-09-23 14:00:00,7.980000000000018
New York,Buy,2625.7,2619.95,2631.45,2024-09-23 19:15:00,5.75
Tokyo,Sell,2625.02,2627.41,2622.63,2024-09-24 06:30:00,2.3899999999998727
London,Sell,2625.82,2630.18,2621.4600000000005,2024-09-24 14:00:00,4.359999999999673
New York,Buy,2628.96,2623.42,2634.5,2024-09-24 19:00:00,5.539999999999964
London,Buy,2656.47,2651.47,2661.47,2024-09-25 14:20:00,5.0
New York,Buy,2661.53,2656.84,2666.2200000000003,2024-09-25 19:30:00,4.690000000000055
Tokyo,Sell,2657.1,2659.37,2654.83,2024-09-26 06:20:00,2.269999999999982
London,Buy,2665.24,2659.4,2671.0799999999995,2024-09-26 14:15:00,5.839999999999691
New York,Sell,2671.69,2684.11,2659.27,2024-09-26 19:00:00,12.420000000000073
Tokyo,Buy,2672.97,2671.86,2674.0799999999995,2024-09-27 06:05:00,1.1099999999996726
New York,Buy,2669.52,2662.23,2676.81,2024-09-27 19:00:00,7.289999999999964
Tokyo,Buy,2664.82,2661.6,2668.0400000000004,2024-09-30 06:20:00,3.2200000000002547
London,Sell,2655.56,2660.51,2650.6099999999997,2024-09-30 14:05:00,4.950000000000273
New York,Sell,2635.33,2644.17,2626.49,2024-09-30 19:10:00,8.840000000000146
Tokyo,Buy,2635.82,2634.44,2637.2000000000003,2024-10-01 06:30:00,1.3800000000001091
New York,Sell,2648.21,2656.57,2639.85,2024-10-01 19:35:00,8.360000000000127
Tokyo,Sell,2659.85,2662.18,2657.52,2024-10-02 06:30:00,2.3299999999999272
London,Buy,2654.15,2649.39,2658.9100000000003,2024-10-02 14:10:00,4.760000000000218
New York,Buy,2651.24,2643.68,2658.7999999999997,2024-10-02 19:00:00,7.559999999999945
Tokyo,Buy,2662.09,2659.33,2664.8500000000004,2024-10-03 06:35:00,2.7600000000002183
London,Sell,2648.13,2656.13,2640.13,2024-10-03 14:05:00,8.0
New York,Sell,2645.88,2651.41,2640.3500000000004,2024-10-03 19:10:00,5.529999999999745
Tokyo,Sell,2654.44,2656.51,2652.37,2024-10-04 06:05:00,2.0700000000001637
New York,Sell,2641.02,2661.37,2620.67,2024-10-04 19:00:00,20.34999999999991
Tokyo,Sell,2649.28,2652.39,2646.1700000000005,2024-10-07 06:30:00,3.1099999999996726
London,Buy,2647.25,2642.03,2652.47,2024-10-07 14:00:00,5.2199999999998
New York,Sell,2647.17,2659.16,2635.1800000000003,2024-10-07 19:00:00,11.989999999999782
Tokyo,Sell,2642.55,2644.81,2640.2900000000004,2024-10-08 06:10:00,2.2599999999997635
London,Buy,2638.14,2631.19,2645.0899999999997,2024-10-08 14:00:00,6.949999999999818
New York,Sell,2643.65,2652.96,2634.34,2024-10-08 19:00:00,9.309999999999945
New York,Sell,2616.52,2622.37,2610.67,2024-10-09 19:00:00,5.849999999999909
Tokyo,Sell,2607.23,2609.45,2605.01,2024-10-10 06:30:00,2.2199999999998
London,Buy,2615.61,2610.24,2620.9800000000005,2024-10-10 14:00:00,5.370000000000346
New York,Buy,2620.77,2612.76,2628.7799999999997,2024-10-10 19:00:00,8.009999999999764
Tokyo,Buy,2633.23,2628.27,2638.19,2024-10-11 06:05:00,4.960000000000036
London,Buy,2643.09,2638.33,2647.8500000000004,2024-10-11 14:05:00,4.760000000000218
New York,Buy,2648.7,2644.59,2652.8099999999995,2024-10-11 19:00:00,4.109999999999673
Tokyo,Sell,2648.2,2650.65,2645.7499999999995,2024-10-14 06:05:00,2.450000000000273
London,Sell,2659.61,2665.2,2654.0200000000004,2024-10-14 14:40:00,5.589999999999691
New York,Sell,2649.82,2654.55,2645.09,2024-10-14 19:10:00,4.730000000000018
Tokyo,Sell,2649.47,2650.98,2647.9599999999996,2024-10-15 06:10:00,1.5100000000002183
London,Buy,2652.75,2647.94,2657.56,2024-10-15 14:35:00,4.809999999999945
New York,Sell,2647.09,2656.69,2637.4900000000002,2024-10-15 19:35:00,9.599999999999909
Tokyo,Sell,2660.89,2662.38,2659.3999999999996,2024-10-16 06:20:00,1.4900000000002365
New York,Buy,2681.74,2676.54,2686.9399999999996,2024-10-16 19:25:00,5.199999999999818
Tokyo,Buy,2674.48,2673.51,2675.45,2024-10-17 06:10:00,0.9699999999997999
London,Buy,2683.04,2678.99,2687.09,2024-10-17 14:55:00,4.050000000000182
New York,Sell,2676.38,2682.22,2670.5400000000004,2024-10-17 19:00:00,5.839999999999691
Tokyo,Buy,2693.99,2692.28,2695.6999999999994,2024-10-18 06:15:00,1.7099999999995816
London,Sell,2703.7,2709.11,2698.2899999999995,2024-10-18 14:05:00,5.410000000000309
New York,Buy,2716.42,2709.8,2723.04,2024-10-18 19:00:00,6.619999999999891
London,Sell,2726.4,2732.5,2720.3,2024-10-21 14:00:00,6.099999999999909
New York,Buy,2739.16,2732.74,2745.58,2024-10-21 19:35:00,6.420000000000073
Tokyo,Buy,2722.75,2720.38,2725.12,2024-10-22 06:30:00,2.369999999999891
London,Sell,2732.63,2736.24,2729.0200000000004,2024-10-22 14:00:00,3.6099999999996726
New York,Buy,2737.83,2731.55,2744.1099999999997,2024-10-22 19:10:00,6.279999999999745
Tokyo,Sell,2746.41,2748.0,2744.8199999999997,2024-10-23 06:10:00,1.5900000000001455
London,Buy,2754.29,2749.26,2759.3199999999997,2024-10-23 14:05:00,5.029999999999745
New York,Sell,2742.54,2750.44,2734.64,2024-10-23 19:15:00,7.900000000000091
Tokyo,Buy,2721.37,2718.06,2724.68,2024-10-24 06:05:00,3.3099999999999454
London,Sell,2733.02,2737.08,2728.96,2024-10-24 14:15:00,4.059999999999945
New York,Buy,2739.5,2735.88,2743.12,2024-10-24 19:05:00,3.619999999999891
Tokyo,Sell,2733.98,2735.51,2732.45,2024-10-25 06:15:00,1.5300000000002
London,Sell,2728.02,2732.2,2723.84,2024-10-25 14:00:00,4.179999999999836
New York,Buy,2727.47,2723.28,2731.6599999999994,2024-10-25 19:00:00,4.1899999999996
Tokyo,Sell,2732.94,2736.23,2729.65,2024-10-28 06:05:00,3.2899999999999636
London,Sell,2735.09,2740.83,2729.3500000000004,2024-10-28 14:00:00,5.739999999999782
New York,Buy,2740.98,2732.83,2749.13,2024-10-28 19:00:00,8.150000000000091
Tokyo,Buy,2746.17,2743.22,2749.1200000000003,2024-10-29 06:00:00,2.950000000000273
London,Buy,2752.66,2746.37,2758.95,2024-10-29 14:15:00,6.289999999999964
New York,Buy,2757.67,2748.23,2767.11,2024-10-29 19:05:00,9.440000000000055
Tokyo,Buy,2779.25,2774.82,2783.68,2024-10-30 06:35:00,4.429999999999836
London,Sell,2780.74,2784.3,2777.1799999999994,2024-10-30 14:10:00,3.5600000000004
New York,Sell,2773.42,2787.54,2759.3,2024-10-30 19:00:00,14.11999999999989
Tokyo,Buy,2789.21,2784.71,2793.71,2024-10-31 06:30:00,4.5
London,Sell,2777.55,2783.11,2771.9900000000002,2024-10-31 14:00:00,5.559999999999945
New York,Sell,2765.26,2773.93,2756.5900000000006,2024-10-31 19:00:00,8.669999999999618
Tokyo,Sell,2745.68,2747.3,2744.0599999999995,2024-11-01 06:00:00,1.6200000000003456
London,Buy,2754.53,2748.55,2760.51,2024-11-01 14:05:00,5.980000000000018
New York,Sell,2750.9,2762.26,2739.54,2024-11-01 19:50:00,11.360000000000127
Tokyo,Buy,2740.34,2736.99,2743.6900000000005,2024-11-04 06:25:00,3.350000000000364
London,Buy,2738.05,2733.88,2742.2200000000003,2024-11-04 14:00:00,4.170000000000073
New York,Buy,2745.81,2739.91,2751.71,2024-11-04 19:20:00,5.900000000000091
Tokyo,Sell,2733.68,2736.62,2730.74,2024-11-05 06:55:00,2.9400000000000546
London,Buy,2737.54,2732.09,2742.99,2024-11-05 14:00:00,5.449999999999818
New York,Buy,2742.71,2736.34,2749.08,2024-11-05 19:00:00,6.369999999999891
Tokyo,Sell,2735.19,2745.72,2724.6600000000003,2024-11-06 06:30:00,10.529999999999745
London,Sell,2722.46,2733.67,2711.25,2024-11-06 14:30:00,11.210000000000036
New York,Sell,2667.47,2694.81,2640.1299999999997,2024-11-06 19:00:00,27.340000000000146
Tokyo,Sell,2658.21,2664.13,2652.29,2024-11-07 06:40:00,5.920000000000073
London,Sell,2661.74,2666.69,2656.7899999999995,2024-11-07 14:05:00,4.950000000000273
New York,Buy,2683.47,2672.38,2694.5599999999995,2024-11-07 19:10:00,11.08999999999969
Tokyo,Sell,2706.27,2710.35,2702.19,2024-11-08 06:15:00,4.079999999999927
London,Buy,2691.33,2681.94,2700.72,2024-11-08 14:00:00,9.389999999999873
New York,Buy,2697.16,2687.92,2706.3999999999996,2024-11-08 19:15:00,9.239999999999782
Tokyo,Sell,2679.85,2686.22,2673.48,2024-11-11 06:30:00,6.369999999999891
London,Sell,2667.85,2671.75,2663.95,2024-11-11 14:00:00,3.900000000000091
New York,Sell,2642.07,2657.53,2626.61,2024-11-11 19:00:00,15.460000000000036
Tokyo,Buy,2624.35,2622.25,2626.45,2024-11-12 06:15:00,2.099999999999909
London,Sell,2591.64,2606.49,2576.79,2024-11-12 14:35:00,14.849999999999909
Tokyo,Buy,2599.85,2598.04,2601.66,2024-11-13 06:05:00,1.8099999999999454
London,Buy,2607.49,2601.06,2613.9199999999996,2024-11-13 14:00:00,6.429999999999836
New York,Buy,2612.22,2607.13,2617.3099999999995,2024-11-13 19:00:00,5.089999999999691
Tokyo,Sell,2570.92,2574.71,2567.13,2024-11-14 06:15:00,3.7899999999999636
London,Sell,2551.95,2559.68,2544.22,2024-11-14 14:45:00,7.730000000000018
New York,Buy,2557.61,2551.27,2563.9500000000003,2024-11-14 19:05:00,6.3400000000001455
Tokyo,Buy,2567.46,2565.91,2569.01,2024-11-15 06:00:00,1.550000000000182
London,Buy,2567.84,2560.92,2574.76,2024-11-15 14:10:00,6.920000000000073
New York,Sell,2565.1,2575.67,2554.5299999999997,2024-11-15 19:00:00,10.570000000000164
Tokyo,Buy,2574.6,2569.87,2579.33,2024-11-18 06:15:00,4.730000000000018
London,Buy,2591.68,2582.08,2601.2799999999997,2024-11-18 14:55:00,9.599999999999909
New York,Buy,2601.44,2592.95,2609.9300000000003,2024-11-18 19:00:00,8.490000000000236
Tokyo,Buy,2613.2,2610.95,2615.45,2024-11-19 06:20:00,2.25
London,Buy,2626.57,2618.7,2634.4400000000005,2024-11-19 14:10:00,7.870000000000346
New York,Sell,2626.03,2639.4,2612.6600000000003,2024-11-19 19:45:00,13.36999999999989
Tokyo,Buy,2638.12,2634.78,2641.4599999999996,2024-11-20 06:00:00,3.3399999999996908
London,Buy,2624.14,2618.91,2629.37,2024-11-20 14:25:00,5.230000000000018
New York,Buy,2640.63,2631.23,2650.03,2024-11-20 19:50:00,9.400000000000091
Tokyo,Buy,2656.45,2651.82,2661.0799999999995,2024-11-21 06:00:00,4.629999999999654
London,Buy,2669.0,2662.03,2675.97,2024-11-21 14:00:00,6.9699999999998
New York,Buy,2667.83,2660.46,2675.2,2024-11-21 19:35:00,7.369999999999891
Tokyo,Buy,2676.09,2668.94,2683.2400000000002,2024-11-22 06:30:00,7.150000000000091
New York,Sell,2689.81,2704.13,2675.49,2024-11-22 19:40:00,14.320000000000164
Tokyo,Sell,2713.52,2720.1,2706.94,2024-11-25 06:00:00,6.579999999999927
London,Buy,2673.67,2667.21,2680.13,2024-11-25 14:30:00,6.460000000000036
New York,Sell,2673.6,2687.04,2660.16,2024-11-25 19:30:00,13.440000000000055
Tokyo,Buy,2626.16,2608.41,2643.91,2024-11-26 06:35:00,17.75
London,Buy,2618.73,2612.75,2624.71,2024-11-26 14:35:00,5.980000000000018
New York,Sell,2629.23,2641.9,2616.56,2024-11-26 19:15:00,12.670000000000073
Tokyo,Sell,2629.33,2633.09,2625.5699999999997,2024-11-27 06:05:00,3.7600000000002183
London,Buy,2649.75,2645.22,2654.28,2024-11-27 14:15:00,4.5300000000002
New York,Buy,2654.15,2645.81,2662.4900000000002,2024-11-27 19:15:00,8.340000000000146
Tokyo,Buy,2637.89,2635.09,2640.6899999999996,2024-11-28 06:00:00,2.799999999999727
London,Buy,2640.09,2635.69,2644.4900000000002,2024-11-28 14:00:00,4.400000000000091
New York,Buy,2647.09,2642.74,2651.4400000000005,2024-11-28 19:25:00,4.350000000000364
Tokyo,Sell,2636.08,2638.99,2633.17,2024-11-29 06:25:00,2.9099999999998545
London,Sell,2655.61,2662.53,2648.69,2024-11-29 14:10:00,6.920000000000073
Tokyo,Sell,2643.01,2647.64,2638.3800000000006,2024-12-02 06:00:00,4.629999999999654
London,Buy,2634.02,2626.86,2641.18,2024-12-02 14:40:00,7.1599999999998545
New York,Buy,2647.81,2637.03,2658.5899999999997,2024-12-02 19:35:00,10.779999999999745
Tokyo,Sell,2637.93,2644.25,2631.6099999999997,2024-12-03 06:55:00,6.320000000000164
London,Buy,2647.01,2639.27,2654.7500000000005,2024-12-03 14:30:00,7.7400000000002365
New York,Buy,2650.08,2637.78,2662.3799999999997,2024-12-03 19:15:00,12.299999999999727
Tokyo,Sell,2640.85,2643.57,2638.1299999999997,2024-12-04 06:05:00,2.7200000000002547
London,Buy,2642.48,2637.81,2647.15,2024-12-04 14:55:00,4.670000000000073
New York,Buy,2646.0,2632.31,2659.69,2024-12-04 19:05:00,13.690000000000055
Tokyo,Sell,2647.85,2650.48,2645.22,2024-12-05 06:20:00,2.630000000000109
London,Sell,2643.09,2650.19,2635.9900000000002,2024-12-05 14:20:00,7.099999999999909
New York,Sell,2644.84,2654.49,2635.1900000000005,2024-12-05 19:10:00,9.649999999999636
Tokyo,Sell,2630.8,2633.76,2627.84,2024-12-06 06:20:00,2.9600000000000364
London,Buy,2641.92,2638.42,2645.42,2024-12-06 14:10:00,3.5
New York,Buy,2642.07,2634.08,2650.0600000000004,2024-12-06 19:05:00,7.9900000000002365
Tokyo,Sell,2628.27,2640.03,2616.5099999999998,2024-12-09 06:00:00,11.760000000000218
London,Sell,2647.08,2651.04,2643.12,2024-12-09 14:00:00,3.9600000000000364
New York,Buy,2660.48,2654.7,2666.26,2024-12-09 19:00:00,5.7800000000002
Tokyo,Buy,2661.34,2657.93,2664.7500000000005,2024-12-10 06:10:00,3.4100000000003092
New York,Buy,2679.15,2672.31,2685.9900000000002,2024-12-10 19:15:00,6.8400000000001455
Tokyo,Buy,2698.87,2693.34,2704.3999999999996,2024-12-11 06:00:00,5.529999999999745
London,Sell,2686.91,2695.03,2678.7899999999995,2024-12-11 14:35:00,8.120000000000346
New York,Buy,2699.76,2690.5,2709.0200000000004,2024-12-11 19:00:00,9.260000000000218
Tokyo,Buy,2721.5,2718.76,2724.24,2024-12-12 06:15:00,2.7399999999997817
New York,Sell,2697.45,2709.09,2685.8099999999995,2024-12-12 19:25:00,11.640000000000327
Tokyo,Buy,2681.34,2678.42,2684.26,2024-12-13 06:05:00,2.9200000000000728
London,Sell,2680.21,2684.64,2675.78,2024-12-13 14:15:00,4.429999999999836
New York,Sell,2664.72,2672.92,2656.5199999999995,2024-12-13 19:00:00,8.200000000000273
Tokyo,Sell,2648.62,2651.65,2645.5899999999997,2024-12-16 06:05:00,3.0300000000002
London,Buy,2660.51,2652.29,2668.7300000000005,2024-12-16 14:00:00,8.220000000000255
New York,Sell,2658.72,2664.23,2653.2099999999996,2024-12-16 19:40:00,5.510000000000218
Tokyo,Buy,2654.13,2651.25,2657.01,2024-12-17 06:20:00,2.880000000000109
London,Sell,2644.12,2653.69,2634.5499999999997,2024-12-17 14:25:00,9.570000000000164
New York,Sell,2640.44,2646.87,2634.01,2024-12-17 19:00:00,6.429999999999836
Tokyo,Buy,2649.24,2646.59,2651.8899999999994,2024-12-18 06:05:00,2.649999999999636
London,Buy,2648.49,2642.15,2654.8299999999995,2024-12-18 14:15:00,6.339999999999691
New York,Sell,2639.64,2647.44,2631.8399999999997,2024-12-18 19:45:00,7.800000000000182
Tokyo,Buy,2593.6,2587.99,2599.21,2024-12-19 06:00:00,5.610000000000127
London,Buy,2618.32,2613.2,2623.4400000000005,2024-12-19 14:20:00,5.120000000000346
New York,Sell,2599.33,2606.14,2592.52,2024-12-19 19:00:00,6.809999999999945
Tokyo,Buy,2594.83,2592.26,2597.3999999999996,2024-12-20 06:00:00,2.569999999999709
London,Sell,2604.34,2607.7,2600.9800000000005,2024-12-20 14:55:00,3.3599999999996726
New York,Buy,2606.44,2600.15,2612.73,2024-12-20 19:00:00,6.289999999999964
Tokyo,Sell,2620.42,2625.16,2615.6800000000003,2024-12-23 06:00:00,4.739999999999782
London,Buy,2631.23,2625.98,2636.48,2024-12-23 14:05:00,5.25
New York,Buy,2618.02,2614.02,2622.02,2024-12-23 19:05:00,4.0
Tokyo,Sell,2613.85,2616.3,2611.3999999999996,2024-12-24 06:05:00,2.450000000000273
London,Sell,2617.27,2619.87,2614.67,2024-12-24 14:15:00,2.599999999999909
New York,Sell,2611.89,2614.73,2609.0499999999997,2024-12-24 19:00:00,2.8400000000001455
Tokyo,Buy,2620.42,2618.33,2622.51,2024-12-26 06:00:00,2.0900000000001455
New York,Sell,2625.43,2631.12,2619.74,2024-12-26 19:00:00,5.690000000000055
Tokyo,Sell,2631.57,2634.0,2629.1400000000003,2024-12-27 06:10:00,2.4299999999998363
London,Sell,2626.59,2633.46,2619.7200000000003,2024-12-27 14:20:00,6.869999999999891
New York,Sell,2619.29,2627.27,2611.31,2024-12-27 19:00:00,7.980000000000018
Tokyo,Sell,2622.82,2625.43,2620.2100000000005,2024-12-30 06:20:00,2.6099999999996726
London,Sell,2613.83,2617.36,2610.2999999999997,2024-12-30 14:10:00,3.5300000000002
New York,Sell,2616.86,2622.5,2611.2200000000003,2024-12-30 19:00:00,5.639999999999873
Tokyo,Buy,2607.75,2605.08,2610.42,2024-12-31 06:15:00,2.6700000000000728
London,Buy,2616.46,2612.83,2620.09,2024-12-31 14:05:00,3.630000000000109
